Brand,Model,Model_year,Milage,Fuel_type,Engine,Transmission,Ext_col,Int_col,Accident,Clean_title,Price
GMC,FJ Cruiser Base,2014,27600,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,41500
GMC,F-TYPE R,2018,27598,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,74900
GMC,XT5 Luxury,2019,27532,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,,32368
GMC,Santa Fe Sport 2.0L Turbo Ultimate,2018,27500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,20000
GMC,Rover Range Rover Sport Supercharged,2014,27407,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22500
GMC,Crosstour EX-L,2012,27404,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,12980
GMC,Jetta GLI,2014,27363,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000
GMC,Sequoia TRD Pro,2020,27352,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,61599
GMC,740 i,2012,27340,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12700
GMC,Q5 S line Premium,2022,27300,Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,,39998
GMC,X6 M Base,2017,27300,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,65000
GMC,Armada SL,2019,27256,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,29000
GMC,XT5 Luxury,2019,27224,Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,,27998
GMC,Silverado 1500 Hybrid 1HY,2011,27214,Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,Yes,20995
GMC,Camaro 2SS,2016,27158,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,32000
GMC,Suburban 1500 LTZ,2015,27123,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26900
GMC,Rover Range Rover Sport Supercharged HSE,2015,27100,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19500
GMC,Cooper S Base,2010,27000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,6699
GMC,Mazda3 i SV,2015,27000,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,12000
GMC,Lancer Evolution MR,2011,27000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27000
GMC,Tahoe LTZ,2014,27000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,10995
GMC,CTS 3.6L Luxury,2015,27000,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,Yes,19425
GMC,RDX w/Advance Package,2021,27000,Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,,39798
GMC,F-150 Limited,2019,269885,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950
GMC,X6 xDrive35i,2018,267000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,40950
GMC,Panamera Turbo,2015,265000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,51950
GMC,Solstice GXP,2007,265,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,17900
GMC,Cayenne S,2012,264893,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,17999
GMC,IS 300 Base,2017,26998,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,Yes,28450
GMC,135 is,2013,26930,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,29000
GMC,ES 350 Base,2020,26900,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,,33364
GMC,NV Passenger NV3500 HD SV V8,2015,26895,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,29500
GMC,Firebird Trans Am,2001,26870,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,10500
GMC,340 i,2016,26840,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,19500
GMC,Q50 3.0t Signature Edition,2017,26800,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23000
GMC,Model S P100D,2018,26716,,518.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,49900
GMC,GLC 300 GLC 300,2022,26609,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,41598
GMC,Charger R/T 392,2017,26600,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,37000
GMC,Bronco Sport Outer Banks,2021,26540,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Kodiak Brown Metallic,Ebony,,,32455
GMC,4Runner SR5,2019,26520,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,30500
GMC,XF 25t Premium,2018,26500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,26000
GMC,M8 Gran Coupe Competition,2023,26500,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,117500
GMC,Ridgeline Black Edition,2017,26500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,26000
GMC,GS 350 Base,2016,26470,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,18000
GMC,Yukon SLT,2017,26468,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000
GMC,AMG GT 53 Base,2019,26465,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,83000
GMC,XC60 T5 R-Design,2019,26339,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,30000
GMC,LYRIQ Luxury,2023,26315,,500.0HP Electric Motor Electric Fuel System,A/T,Gray,Silver,None reported,Yes,68750
GMC,Q5 3.0 TDI Premium Plus,2014,26300,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22500
GMC,AMG GT 63 S 4-Door,2020,26293,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Obsidian Black Metallic,Black,None reported,,117900
GMC,911 GT3,2023,26269,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,Black,Gray,None reported,Yes,279950
GMC,S-Class S 450 4MATIC,2018,26190,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,60000
GMC,Accent GLS,2013,26177,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,6500
GMC,M3 CS,2024,26100,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,145000
GMC,Versa 1.8 S,2011,26088,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,4000
GMC,F-150 Raptor,2022,26021,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Rhapsody Blue,None reported,,77900
GMC,Silverado 2500 LTZ H/D Extended Cab,2008,26000,Gasoline,353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Black,None reported,Yes,23500
GMC,GranTurismo Base,2008,26000,Gasoline,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,13000
GMC,Integra GS-R,1995,26000,–,–,5-Speed M/T,White,Blue,None reported,Yes,10999
GMC,X6 M Base,2016,26000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,48600
GMC,300 S,2016,26000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,17500
GMC,300 Base,2014,26000,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,–,At least 1 accident or damage reported,Yes,11250
GMC,RDX w/A-Spec Package,2023,26000,Gasoline,2.0 Liter DOHC Turbo,Automatic,White,Black,None reported,,48998
GMC,Corvette Stingray w/1LT,2021,26000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,72900
GMC,Camaro 1SS,2019,26000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,41500
GMC,E-Class E 350 4MATIC,2013,26000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,13000
GMC,QX60 Base,2014,257700,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12500
GMC,Urus Base,2021,256000,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,279900
GMC,Yukon SLT,2002,255,Gasoline,275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,4999
GMC,S4 3.0T Premium Plus,2020,251634,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Tango Red Metallic,Black,None reported,Yes,49995
GMC,Terrain SLE,2020,250,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,29900
GMC,Macan Base,2018,250,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,35000
GMC,RC 350 Base,2015,250,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,24000
GMC,Forte Koup EX,2013,25997,Gasoline,156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,5500
Genesis,F-250 Lariat,2017,25991,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,White,Camel,,,45985
Genesis,RX 450h F Sport,2019,25990,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Caviar,Rioja Red,None reported,,44950
Genesis,RX 330 Base,2004,25968,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7900
Genesis,Enclave Leather,2015,25918,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,18950
Genesis,NV200 S,2019,25882,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,At least 1 accident or damage reported,Yes,19500
Genesis,Lancer GTS,2009,25880,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Orange,Gray,At least 1 accident or damage reported,Yes,5100
Genesis,430 i,2021,25793,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,51000
Genesis,F-250 Lariat,2017,25786,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,50000
Genesis,Palisade SEL,2021,25779,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29600
Genesis,Sorento EX V6,2019,25756,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Titanium Silver,Satin Black,None reported,,23754
Genesis,TLX PMC Edition,2020,25721,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,43500
Genesis,Panamera 4,2018,25718,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,59800
Genesis,Camaro 1SS,2021,25717,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,47000
Genesis,Frontier SV,2013,25568,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,15500
Genesis,TLX Base,2016,25548,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Blue,None reported,Yes,16500
Genesis,F-150 Raptor,2021,25535,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black,None reported,,77900
Genesis,Q60 3.0T Premium,2017,25520,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,17500
Genesis,Tahoe LTZ,2007,25500,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,10750
Genesis,Xterra S,2008,25500,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,6999
Genesis,Mustang Mach-E GT,2022,25470,,Electric,1-Speed Automatic,Star White,Black Onyx,None reported,,49599
Ford,Rover Range Rover Sport Supercharged HSE,2016,25462,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,At least 1 accident or damage reported,Yes,26500
Ford,S4 Base,2007,25420,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,10995
Ford,Expedition Platinum,2021,25396,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Red,Ceramic,None reported,Yes,57480
Ford,GranTurismo Base,2012,25361,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,37900
Ford,228 Gran Coupe i xDrive,2020,25352,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,26999
Ford,CLA-Class CLA 250,2014,25348,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,12000
Ford,Avalanche 1500 LS,2012,25300,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,At least 1 accident or damage reported,Yes,18000
Ford,A4 2.0T Titanium Premium,2019,25250,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,27900
Ford,Mustang EcoBoost Premium,2018,25250,–,–,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,25000
Ford,WRX Base,2017,25240,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,23750
Ford,Accord EX-L 2.0T,2019,25108,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,27500
Ford,Titan S,2017,25083,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,32324
Ford,Rover Range Rover Sport Supercharged Dynamic,2018,25025,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,53499
Ford,Forte GT-Line,2021,25013,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,21900
Ford,X5 3.0si,2007,25000,Gasoline,260.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,8500
Ford,Camaro 2LT,2011,25000,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,14000
Ford,340 i,2016,25000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,None reported,Yes,36995
Ford,SL-Class SL 550,2012,25000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,At least 1 accident or damage reported,Yes,38500
Ford,Escalade Platinum,2019,25000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51900
Ford,Silverado 3500 LTZ,2018,25000,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Black,Jet Black,,,52889
Ford,RC F Base,2015,25000,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,49995
Ford,Escape XLT,2007,249083,Gasoline,153.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Silver,None reported,Yes,3000
Ford,R8 5.2 quattro Spyder,2011,248000,Gasoline,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,At least 1 accident or damage reported,Yes,74000
Ford,Lancer Evolution GSR,2013,245000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,28000
Ford,AMG GLE 43 Coupe 4MATIC,2018,245000,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,42995
Ford,Suburban 1500 LS,2004,244200,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12998
Ford,Prowler Base,2001,244000,Gasoline,253.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,None reported,Yes,28500
Ford,Romeo Giulia Ti,2023,244000,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Alfa White,Black,None reported,,43900
Ford,Sequoia TRD Pro,2023,242000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,91995
Ford,Expedition Timberline,2022,240000,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Dark Matter Metallic,Deep Cypress,None reported,Yes,68420
Ford,Bronco Big Bend Advanced,2023,24985,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,–,None reported,Yes,54000
Ford,Gladiator Sport,2021,24965,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,,,41329
Ford,S2000 Base,2000,24933,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Red,None reported,Yes,35000
Ford,RAV4 TRD Off Road,2020,24915,Gasoline,203.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,35200
Ford,Mustang GT Premium,2016,24906,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,30490
Ford,Phantom,2023,24900,–,–,–,Tempest,Cobalt Blue,None reported,Yes,599995
Ford,QX80 Luxe,2020,24882,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,31450
Ford,M3 Base,2016,24881,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,White,None reported,Yes,49999
Ford,Impreza 2.0i Premium,2013,24850,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,Yes,9999
Ford,NV200 SV,2017,24847,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,26500
Ford,IS 350 Base,2017,24781,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,30000
Ford,Charger Scat Pack,2020,24778,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,38000
Ford,RX 350 Base,2012,24670,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,15000
Ford,QX60 Base,2016,24651,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,21500
Ford,F-150 XLT,2018,24650,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,35000
Ford,Countryman Cooper S ALL4,2016,24596,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,13999
Ford,GX 460 Premium,2017,24534,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,31000
Ford,Rover Range Rover P400 SE SWB,2022,24500,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,Yes,139500
Ford,535 i xDrive,2011,24500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,9999
Ford,428 i xDrive,2015,24500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15000
Ford,Escalade ESV Platinum,2017,24500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gold,Brown,None reported,Yes,32999
Ford,X5 xDrive35i,2014,24500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,Yes,12999
Ford,Model X Long Range Plus,2021,24423,,557.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,69000
Ford,812 Superfast Base,2020,24364,Gasoline,788.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,469900
Ford,Expedition XLT,2022,24360,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Sandstone,None reported,Yes,57352
Ford,Firebird Trans Am,2001,24300,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,21000
Ford,Ghibli S GranLusso,2020,24280,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,52900
Ford,Model S P100D,2018,24213,,518.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,59500
Ford,M4 Base,2015,24207,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,42800
Ford,Wrangler Sahara,2011,24158,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,35000
Ford,G-Class G 63 AMG,2014,24115,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,72999
Ford,Transit-350 Base,2019,24114,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,37000
Ford,ATS 2.0L Turbo,2018,24108,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,22999
Ford,A4 2.0T Premium,2011,24059,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,8300
Ford,F-250 XLT,2022,24058,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Oxford White,Medium Earth Gray,,,77535
Ford,911 Carrera GTS,2022,24040,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Aventurine Green Metallic,Agave Green,None reported,,179900
Ford,XK R,2012,24001,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,36949
Ford,Prius Touring,2009,24000,Hybrid,76.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,6999
Ford,Escalade ESV Base,2007,24000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9750
Ford,A6 2.0T Premium Plus,2016,24000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,19500
Ford,Suburban 1500 LT,2008,24000,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,White,Black,At least 1 accident or damage reported,Yes,7200
Ford,Shelby GT350 Base,2019,239000,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,91000
